osm_type;osm_id;name;amenity;city;district;street;house_number;address;phone;email;website;telegram;vk;instagram;opening_hours;cuisine;capacity;description;latitude;longitude;osm_updated_at;yandex_maps_url;osm_url
node;2106895781;;bar;;;;;;;;;;;;;;;;55.4269642;38.5527868;;https://yandex.ru/maps/?text=55.4269642%2C38.5527868;https://www.openstreetmap.org/node/2106895781
node;2119692072;;nightclub;;;;;;;;;;;;;;;;55.5975706;38.6927275;;https://yandex.ru/maps/?text=55.5975706%2C38.6927275;https://www.openstreetmap.org/node/2119692072
node;2221398096;;nightclub;;;;;;;;;;;;;;;;55.6004345;36.6107008;;https://yandex.ru/maps/?text=55.6004345%2C36.6107008;https://www.openstreetmap.org/node/2221398096
node;2222698635;;restaurant;;;;;;;;;;;;;;;;55.9797104;37.5278224;;https://yandex.ru/maps/?text=55.9797104%2C37.5278224;https://www.openstreetmap.org/node/2222698635
node;2295170358;;bar;;;Заозёрная улица;;Заозёрная улица;;;;;;;;;;;55.6809245;37.1805741;;https://yandex.ru/maps/?text=%D0%97%D0%B0%D0%BE%D0%B7%D1%91%D1%80%D0%BD%D0%B0%D1%8F%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0;https://www.openstreetmap.org/node/2295170358
node;2332915151;;pub;;;;;;;;;;;;;;;;55.6682329;37.8827967;;https://yandex.ru/maps/?text=55.6682329%2C37.8827967;https://www.openstreetmap.org/node/2332915151
node;2409355469;;bar;;;;;;;;;;;;;;;;55.4369026;37.7735981;;https://yandex.ru/maps/?text=55.4369026%2C37.7735981;https://www.openstreetmap.org/node/2409355469
node;2497006207;;restaurant;;;;;;;;;;;;;;;;56.0391873;36.9037613;;https://yandex.ru/maps/?text=56.0391873%2C36.9037613;https://www.openstreetmap.org/node/2497006207
node;2633610533;;bar;;;;;;;;;;;;;;;;55.6822649;38.1161562;;https://yandex.ru/maps/?text=55.6822649%2C38.1161562;https://www.openstreetmap.org/node/2633610533
node;2655812851;;restaurant;;;;;;;;;;;;;;;;55.7887841;38.4497986;;https://yandex.ru/maps/?text=55.7887841%2C38.4497986;https://www.openstreetmap.org/node/2655812851
node;2660045344;;bar;;;;;;;;;;;;;;;;55.7773752;38.6565725;;https://yandex.ru/maps/?text=55.7773752%2C38.6565725;https://www.openstreetmap.org/node/2660045344
node;2717487790;;bar;;;;;;;;;;;;;;;;55.9141088;37.7632593;;https://yandex.ru/maps/?text=55.9141088%2C37.7632593;https://www.openstreetmap.org/node/2717487790
node;2737513942;;restaurant;;;;;;;;;;;;;;;;55.8086559;38.9901706;;https://yandex.ru/maps/?text=55.8086559%2C38.9901706;https://www.openstreetmap.org/node/2737513942
node;2781960119;;pub;;;;;;;;;;;;;;;;55.5752467;39.5202922;;https://yandex.ru/maps/?text=55.5752467%2C39.5202922;https://www.openstreetmap.org/node/2781960119
node;2893535334;;restaurant;;;;;;;;;;;;;;;;55.8795612;38.08662;;https://yandex.ru/maps/?text=55.8795612%2C38.08662;https://www.openstreetmap.org/node/2893535334
node;2941831050;;bar;;;;;;;;;;;;;;;;55.4379782;38.5832548;;https://yandex.ru/maps/?text=55.4379782%2C38.5832548;https://www.openstreetmap.org/node/2941831050
node;2973333091;;bar;;;;;;;;;;;;;;;;54.9566024;38.8070898;;https://yandex.ru/maps/?text=54.9566024%2C38.8070898;https://www.openstreetmap.org/node/2973333091
node;2982272769;;bar;;;;;;;;;;;;;;;;55.8527008;38.6043573;;https://yandex.ru/maps/?text=55.8527008%2C38.6043573;https://www.openstreetmap.org/node/2982272769
node;3002956229;;bar;;;;;;;;;;;;;;;;56.1691514;37.5435847;;https://yandex.ru/maps/?text=56.1691514%2C37.5435847;https://www.openstreetmap.org/node/3002956229
node;3008424096;;restaurant;;;;;;;;;;;;;;;;55.7937698;38.092498;;https://yandex.ru/maps/?text=55.7937698%2C38.092498;https://www.openstreetmap.org/node/3008424096
node;3121312973;;restaurant;;;;;;;;;;;;;;;;55.6590502;37.9301234;;https://yandex.ru/maps/?text=55.6590502%2C37.9301234;https://www.openstreetmap.org/node/3121312973
node;3149479923;;bar;;;;;;;;;;;;;;;;55.5852355;37.8964033;;https://yandex.ru/maps/?text=55.5852355%2C37.8964033;https://www.openstreetmap.org/node/3149479923
node;3162684072;;restaurant;;;;;;;;;;;;;;;;55.9864197;37.5200848;;https://yandex.ru/maps/?text=55.9864197%2C37.5200848;https://www.openstreetmap.org/node/3162684072
node;3179151625;;bar;;;;;;;;;;;;;;;;55.576403;36.6985244;;https://yandex.ru/maps/?text=55.576403%2C36.6985244;https://www.openstreetmap.org/node/3179151625
node;3246438130;;restaurant;;;;;;;;;;;;;;;;55.1409161;37.4535709;;https://yandex.ru/maps/?text=55.1409161%2C37.4535709;https://www.openstreetmap.org/node/3246438130
node;3287195178;;restaurant;;;;;;;;;;;;;;;;55.5206064;36.355251;;https://yandex.ru/maps/?text=55.5206064%2C36.355251;https://www.openstreetmap.org/node/3287195178
node;3294298255;;restaurant;;;;;;;;;;;;;;;;55.4697288;35.5267522;;https://yandex.ru/maps/?text=55.4697288%2C35.5267522;https://www.openstreetmap.org/node/3294298255
node;3452205771;;restaurant;;;;;;;;;;;;;;;;55.4149564;38.2676013;;https://yandex.ru/maps/?text=55.4149564%2C38.2676013;https://www.openstreetmap.org/node/3452205771
node;3501187519;;restaurant;;;;;;;;;;;;;;;;55.9028354;37.7175156;;https://yandex.ru/maps/?text=55.9028354%2C37.7175156;https://www.openstreetmap.org/node/3501187519
node;3510018756;;restaurant;;;;;;;;;;;;;;;;56.2378209;37.9907624;;https://yandex.ru/maps/?text=56.2378209%2C37.9907624;https://www.openstreetmap.org/node/3510018756
node;3621915005;;bar;;;;;;;;;;;;;;;;55.321856;38.6735344;;https://yandex.ru/maps/?text=55.321856%2C38.6735344;https://www.openstreetmap.org/node/3621915005
node;3698446351;;bar;;;;;;;;;;;;10:00-23:00;;;разливное пиво;55.4343372;37.5387246;;https://yandex.ru/maps/?text=55.4343372%2C37.5387246;https://www.openstreetmap.org/node/3698446351
node;3710979548;;pub;;;;;;;;;;;;;;;;55.2497253;37.4950245;;https://yandex.ru/maps/?text=55.2497253%2C37.4950245;https://www.openstreetmap.org/node/3710979548
node;3714152169;;pub;;;;;;;;;;;;;;;;54.8780114;37.2245673;;https://yandex.ru/maps/?text=54.8780114%2C37.2245673;https://www.openstreetmap.org/node/3714152169
node;3719264283;;pub;;;;;;;;;;;;;;;;54.8771606;37.2232297;;https://yandex.ru/maps/?text=54.8771606%2C37.2232297;https://www.openstreetmap.org/node/3719264283
node;3865858656;;bar;;;;;;;;;;;;;;;;55.4329397;37.775428;;https://yandex.ru/maps/?text=55.4329397%2C37.775428;https://www.openstreetmap.org/node/3865858656
node;3923132194;;restaurant;;;;;;;;;;;;;;;;55.8958815;38.131891;;https://yandex.ru/maps/?text=55.8958815%2C38.131891;https://www.openstreetmap.org/node/3923132194
node;4012787404;;restaurant;;;;;;;;;;;;;;;Ресторан, Банкетный Зал (2 Этаж);55.3785277;37.7723142;;https://yandex.ru/maps/?text=55.3785277%2C37.7723142;https://www.openstreetmap.org/node/4012787404
node;4128239123;;restaurant;;;;;;;;;;;;Mo-Su 09:30-10:30, 13:30-14:30, 18:30-19:30;;;;56.0629503;37.6948163;;https://yandex.ru/maps/?text=56.0629503%2C37.6948163;https://www.openstreetmap.org/node/4128239123
node;4128281189;;bar;;;;;;;;;;;;"Mo-Th 10:00-14:00, 16:00-18:45, 19:15-22:00; Fr-Su 11:00-14:00, 16:00-18:45, 19:15-23:00";;;;56.0627699;37.6948244;;https://yandex.ru/maps/?text=56.0627699%2C37.6948244;https://www.openstreetmap.org/node/4128281189
node;4217490807;;restaurant;;;;;;;;;;;;;russian;;;56.290204;38.124401;;https://yandex.ru/maps/?text=56.290204%2C38.124401;https://www.openstreetmap.org/node/4217490807
node;4335143601;;restaurant;;;;;;;;;;;;;;;;55.8162161;38.6452143;;https://yandex.ru/maps/?text=55.8162161%2C38.6452143;https://www.openstreetmap.org/node/4335143601
node;4413686378;;restaurant;;;;;;;;;;;;;;;;55.7674857;37.8637055;;https://yandex.ru/maps/?text=55.7674857%2C37.8637055;https://www.openstreetmap.org/node/4413686378
node;4444645876;;restaurant;;;;;;;;;;;;;;;;55.6804648;37.895706;;https://yandex.ru/maps/?text=55.6804648%2C37.895706;https://www.openstreetmap.org/node/4444645876
node;4476878054;;restaurant;;;;;;;;;;;;;;;;55.9789005;37.3031205;;https://yandex.ru/maps/?text=55.9789005%2C37.3031205;https://www.openstreetmap.org/node/4476878054
node;4604015390;;restaurant;;;;;;;;;;;;;;;;55.6769271;37.0945279;;https://yandex.ru/maps/?text=55.6769271%2C37.0945279;https://www.openstreetmap.org/node/4604015390
node;4685994574;;restaurant;;;;;;;;;;;;;;;;55.7499798;37.1877826;;https://yandex.ru/maps/?text=55.7499798%2C37.1877826;https://www.openstreetmap.org/node/4685994574
node;4742077932;;restaurant;;;;;;;;;;;;;;;;55.6395053;37.9371348;;https://yandex.ru/maps/?text=55.6395053%2C37.9371348;https://www.openstreetmap.org/node/4742077932
node;4848193972;;restaurant;;;;;;;;;;;;;;;;55.670692;37.8700736;;https://yandex.ru/maps/?text=55.670692%2C37.8700736;https://www.openstreetmap.org/node/4848193972
node;4911697851;;bar;;;;;;;;;;;;;;;;55.9818097;37.5526783;;https://yandex.ru/maps/?text=55.9818097%2C37.5526783;https://www.openstreetmap.org/node/4911697851
node;4916790327;;pub;;;;;;;;;;;;Mo-Su 09:00-18:00;;;;55.8079658;37.9441615;;https://yandex.ru/maps/?text=55.8079658%2C37.9441615;https://www.openstreetmap.org/node/4916790327
node;4924278157;;restaurant;;;;;;;;;;;;;;;;56.2804466;37.5619999;;https://yandex.ru/maps/?text=56.2804466%2C37.5619999;https://www.openstreetmap.org/node/4924278157
node;4993601710;;bar;;;;;;;;http://pitstop-24.ru/sportbar.html;;;;;;;;55.9157589;37.4945918;;https://yandex.ru/maps/?text=55.9157589%2C37.4945918;https://www.openstreetmap.org/node/4993601710
node;4994861130;;restaurant;;;;;;;;;;;;;;;;54.9137602;37.4440019;;https://yandex.ru/maps/?text=54.9137602%2C37.4440019;https://www.openstreetmap.org/node/4994861130
node;5023134121;;bar;;;;;;;;;;;;Mo-Su 09:00-22:00;;;Разливное пиво;55.784069;38.4381023;;https://yandex.ru/maps/?text=55.784069%2C38.4381023;https://www.openstreetmap.org/node/5023134121
node;5062517708;;bar;;;;;;;;;;;;;;;;56.0217098;37.861356;;https://yandex.ru/maps/?text=56.0217098%2C37.861356;https://www.openstreetmap.org/node/5062517708
node;5103494223;;restaurant;;;;;;;;;;;;;;;;55.4198435;37.8959961;;https://yandex.ru/maps/?text=55.4198435%2C37.8959961;https://www.openstreetmap.org/node/5103494223
node;5326298221;;pub;;;;;;;;;;;;;;;;54.8905819;38.0854709;;https://yandex.ru/maps/?text=54.8905819%2C38.0854709;https://www.openstreetmap.org/node/5326298221
node;5508258630;;pub;;;;;;;;;;;;;;;;55.5713039;36.0015624;;https://yandex.ru/maps/?text=55.5713039%2C36.0015624;https://www.openstreetmap.org/node/5508258630
node;5508258632;;pub;;;;;;;;;;;;;;;;55.5717958;36.002735;;https://yandex.ru/maps/?text=55.5717958%2C36.002735;https://www.openstreetmap.org/node/5508258632
node;5585086954;;bar;;;;;;;;;;;;;;;;55.3723509;35.8977159;;https://yandex.ru/maps/?text=55.3723509%2C35.8977159;https://www.openstreetmap.org/node/5585086954
node;5594593121;;restaurant;;;;;;;;;;;;;;;;55.5472222;36.6648391;;https://yandex.ru/maps/?text=55.5472222%2C36.6648391;https://www.openstreetmap.org/node/5594593121
node;5641015021;;restaurant;;;;;;;;;;;;;;;;56.0115896;37.8476963;;https://yandex.ru/maps/?text=56.0115896%2C37.8476963;https://www.openstreetmap.org/node/5641015021
node;5670166822;;pub;;;;;;;;;;;;;;;;55.5861716;38.5028063;;https://yandex.ru/maps/?text=55.5861716%2C38.5028063;https://www.openstreetmap.org/node/5670166822
node;5736873040;;restaurant;;;;;;;;;;;;;;;;55.1468138;37.4577126;;https://yandex.ru/maps/?text=55.1468138%2C37.4577126;https://www.openstreetmap.org/node/5736873040
node;5751406829;;bar;;;;;;;;;;;;;;;;56.0788316;37.1251014;;https://yandex.ru/maps/?text=56.0788316%2C37.1251014;https://www.openstreetmap.org/node/5751406829
node;5777250831;;restaurant;;;;;;;;;;;;;;;;55.992415;37.6889917;;https://yandex.ru/maps/?text=55.992415%2C37.6889917;https://www.openstreetmap.org/node/5777250831
node;5852041286;;bar;;;;;;;;;;;;;;;;55.6798769;37.2579104;;https://yandex.ru/maps/?text=55.6798769%2C37.2579104;https://www.openstreetmap.org/node/5852041286
node;5869717386;;restaurant;;;;;;;;;;;;;;;;55.8546775;38.4383342;;https://yandex.ru/maps/?text=55.8546775%2C38.4383342;https://www.openstreetmap.org/node/5869717386
node;6380152186;;pub;;;;;;;;;;;;;;;;55.4399121;37.7707558;;https://yandex.ru/maps/?text=55.4399121%2C37.7707558;https://www.openstreetmap.org/node/6380152186
node;6474745661;;restaurant;;;;;;;;;;;;;;;;56.3224478;38.1455156;;https://yandex.ru/maps/?text=56.3224478%2C38.1455156;https://www.openstreetmap.org/node/6474745661
node;6524621385;;bar;;;;;;;;;;;;Mo-Su 09:00-22:00;;;Разливное пиво (на вынос & кафе);55.9144301;37.414141;;https://yandex.ru/maps/?text=55.9144301%2C37.414141;https://www.openstreetmap.org/node/6524621385
node;6775697542;;restaurant;;;;;;;;;;;;;;;;56.1354114;37.1167731;;https://yandex.ru/maps/?text=56.1354114%2C37.1167731;https://www.openstreetmap.org/node/6775697542
node;6833325430;;pub;;;;;;;;;;;;;;;;55.7881734;37.8793675;;https://yandex.ru/maps/?text=55.7881734%2C37.8793675;https://www.openstreetmap.org/node/6833325430
node;6843802487;;restaurant;;;Пристанционная улица;6;Пристанционная улица, 6;+7 915 4452005;;http://labirint.space;;;;"Mo-Fr 18:00-02:00; Sa-Su 14:00-02:00";"russian;american;italian;french";;;54.9015644;38.0732692;;https://yandex.ru/maps/?text=%D0%9F%D1%80%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C%206;https://www.openstreetmap.org/node/6843802487
node;6855201135;;restaurant;;;;;;;;;;;;;;;;55.495622;37.8456098;;https://yandex.ru/maps/?text=55.495622%2C37.8456098;https://www.openstreetmap.org/node/6855201135
node;6899827300;;restaurant;;;;;;;;;;;;;;;;56.2412398;37.5486677;;https://yandex.ru/maps/?text=56.2412398%2C37.5486677;https://www.openstreetmap.org/node/6899827300
node;6900472288;;bar;;;;;;;;;;;;;;;Бар;55.5720971;36.756538;;https://yandex.ru/maps/?text=55.5720971%2C36.756538;https://www.openstreetmap.org/node/6900472288
node;6901806285;;restaurant;;;;;;;;;;;;;;;;55.8956557;37.6849159;;https://yandex.ru/maps/?text=55.8956557%2C37.6849159;https://www.openstreetmap.org/node/6901806285
node;7184795236;;restaurant;;;;;;;;;;;;;;;;54.9433067;37.4077338;;https://yandex.ru/maps/?text=54.9433067%2C37.4077338;https://www.openstreetmap.org/node/7184795236
node;7308742191;;restaurant;;;;;;;;;;;;;;;;55.6385534;37.0119037;;https://yandex.ru/maps/?text=55.6385534%2C37.0119037;https://www.openstreetmap.org/node/7308742191
node;7430500001;;pub;;;;;;;;;;;;;;;;55.7671675;38.4242718;;https://yandex.ru/maps/?text=55.7671675%2C38.4242718;https://www.openstreetmap.org/node/7430500001
node;7560600094;;dance_venue;;;;;;;;;;;;;;;;55.3708025;38.9213928;;https://yandex.ru/maps/?text=55.3708025%2C38.9213928;https://www.openstreetmap.org/node/7560600094
node;7858354686;;bar;;;;;;;;;;;;;;;;55.846689;37.036477;;https://yandex.ru/maps/?text=55.846689%2C37.036477;https://www.openstreetmap.org/node/7858354686
node;7858363285;;restaurant;;;;;;;;;;;;;;;;55.8513612;37.0401846;;https://yandex.ru/maps/?text=55.8513612%2C37.0401846;https://www.openstreetmap.org/node/7858363285
node;7982155023;;bar;;;;;;;;;;;;;;;;54.9975545;38.1392612;;https://yandex.ru/maps/?text=54.9975545%2C38.1392612;https://www.openstreetmap.org/node/7982155023
node;8246846410;;bar;;;;;;;;;;;;;;;;55.8069264;36.853348;;https://yandex.ru/maps/?text=55.8069264%2C36.853348;https://www.openstreetmap.org/node/8246846410
node;8246846411;;restaurant;;;;;;;;;;;;;;;;55.8070561;36.8535465;;https://yandex.ru/maps/?text=55.8070561%2C36.8535465;https://www.openstreetmap.org/node/8246846411
node;8402194811;;restaurant;;;;;;;;;;;;;;;;56.0955892;37.5316518;;https://yandex.ru/maps/?text=56.0955892%2C37.5316518;https://www.openstreetmap.org/node/8402194811
node;8633472955;;restaurant;;;;;;;;;;;;;regional;;Столовая;55.4949017;36.0320863;;https://yandex.ru/maps/?text=55.4949017%2C36.0320863;https://www.openstreetmap.org/node/8633472955
node;8710099729;;restaurant;;;;;;;;;;;;;;;;55.7473667;37.8713623;;https://yandex.ru/maps/?text=55.7473667%2C37.8713623;https://www.openstreetmap.org/node/8710099729
node;8771560034;;restaurant;;;;;;;;;;;;;;;;56.2268614;37.4941383;;https://yandex.ru/maps/?text=56.2268614%2C37.4941383;https://www.openstreetmap.org/node/8771560034
node;8916308491;;pub;;;;;;;;;;;;;;;;54.9205402;37.3856539;;https://yandex.ru/maps/?text=54.9205402%2C37.3856539;https://www.openstreetmap.org/node/8916308491
node;8971732519;;restaurant;;;;;;+7 495 7907090-216;;http://osteriamario.ru;;;https://www.instagram.com/osteriamario;Mo-Su 10:00-23:00;italian;;;55.9167404;37.75832;;https://yandex.ru/maps/?text=55.9167404%2C37.75832;https://www.openstreetmap.org/node/8971732519
node;8971732523;;restaurant;;;;;;+7 495 7907090-205;;http://osteriamario.ru;;;https://www.instagram.com/osteriamario;"Mo-Su 10:00-23:00; Fr,Sa 10:00-24:00";italian;;;55.7201131;37.3795706;;https://yandex.ru/maps/?text=55.7201131%2C37.3795706;https://www.openstreetmap.org/node/8971732523
node;9410341865;;restaurant;;;;;;;;;;;;;;;;56.0058559;36.9172248;;https://yandex.ru/maps/?text=56.0058559%2C36.9172248;https://www.openstreetmap.org/node/9410341865
node;9489814593;;nightclub;;;;;;;;;;;;;;;;55.79506;37.9289337;;https://yandex.ru/maps/?text=55.79506%2C37.9289337;https://www.openstreetmap.org/node/9489814593
node;9695790959;;bar;;;;;;;;;;;;;;;;55.3796819;36.7343947;;https://yandex.ru/maps/?text=55.3796819%2C36.7343947;https://www.openstreetmap.org/node/9695790959
node;9792158742;;pub;;;;;;;;;;;;;;;;55.89267;37.47818;;https://yandex.ru/maps/?text=55.89267%2C37.47818;https://www.openstreetmap.org/node/9792158742
node;9831217136;;restaurant;;;;;;;;;;;;;;;;55.8170947;38.4257906;;https://yandex.ru/maps/?text=55.8170947%2C38.4257906;https://www.openstreetmap.org/node/9831217136
node;9997672451;;restaurant;;;;;;;;;;;;;;;;55.0025342;37.8327001;;https://yandex.ru/maps/?text=55.0025342%2C37.8327001;https://www.openstreetmap.org/node/9997672451
node;10118109177;;biergarten;;;;;;;;;;;;;;;;55.433651;37.5371921;;https://yandex.ru/maps/?text=55.433651%2C37.5371921;https://www.openstreetmap.org/node/10118109177
node;10177372670;;restaurant;;;;;;;;;;;;;;;;55.5550323;38.1983057;;https://yandex.ru/maps/?text=55.5550323%2C38.1983057;https://www.openstreetmap.org/node/10177372670
node;10294447656;;bar;;;;;;;;;;;;;;;;55.7752645;38.6980724;;https://yandex.ru/maps/?text=55.7752645%2C38.6980724;https://www.openstreetmap.org/node/10294447656
node;10572595304;;bar;;;;;;;;;;;;;;;;55.6826586;37.9109836;;https://yandex.ru/maps/?text=55.6826586%2C37.9109836;https://www.openstreetmap.org/node/10572595304
node;10853992517;;bar;;;;;;;;;;;;;;;;55.721452;37.9767196;;https://yandex.ru/maps/?text=55.721452%2C37.9767196;https://www.openstreetmap.org/node/10853992517
node;10874435239;;restaurant;;;;;;;;;;;;;;;;55.9247889;37.9786061;;https://yandex.ru/maps/?text=55.9247889%2C37.9786061;https://www.openstreetmap.org/node/10874435239
node;11568842679;;events_venue;;;;;;;;;;;;;;;;54.8519756;37.4818973;;https://yandex.ru/maps/?text=54.8519756%2C37.4818973;https://www.openstreetmap.org/node/11568842679
node;11803431740;;restaurant;;;;;;;;;;;;;;;;56.1029437;38.5200164;;https://yandex.ru/maps/?text=56.1029437%2C38.5200164;https://www.openstreetmap.org/node/11803431740
node;11901345148;;restaurant;;;;;;;;;;;;;;;;55.7266721;37.3693728;;https://yandex.ru/maps/?text=55.7266721%2C37.3693728;https://www.openstreetmap.org/node/11901345148
node;12001123523;;pub;;;;;;;;;;;;;;;;55.6249222;38.0688851;;https://yandex.ru/maps/?text=55.6249222%2C38.0688851;https://www.openstreetmap.org/node/12001123523
node;12246090356;;restaurant;;;;;;;;;;;;;international;;;55.8939;37.4096;;https://yandex.ru/maps/?text=55.8939%2C37.4096;https://www.openstreetmap.org/node/12246090356
node;12269255609;;bar;;;;;;;;;;;;;;;;55.662804;39.848776;;https://yandex.ru/maps/?text=55.662804%2C39.848776;https://www.openstreetmap.org/node/12269255609
node;12288908143;;restaurant;;;;;;;;;;;;;;;;55.6970899;37.8757178;;https://yandex.ru/maps/?text=55.6970899%2C37.8757178;https://www.openstreetmap.org/node/12288908143
node;13135971209;;restaurant;;;;;;;;;;;;;;;;55.7455014;37.8609811;;https://yandex.ru/maps/?text=55.7455014%2C37.8609811;https://www.openstreetmap.org/node/13135971209
node;13193547248;;restaurant;;;;;;;;;;;;;;;;55.7920526;38.4675881;;https://yandex.ru/maps/?text=55.7920526%2C38.4675881;https://www.openstreetmap.org/node/13193547248
